graph_type,size,probabilities,objective_value,time_ms,iterations,branch_and_bound_nodes
gnp_random_graph,100,0.8,4.0,817,0,0
gnp_random_graph,10,0.5,5.0,18,0,0
gnp_random_graph,10,0.8,2.0,7,0,0
gnp_random_graph,20,0.5,4.0,38,0,0
gnp_random_graph,20,0.8,4.0,45,0,0
gnp_random_graph,40,0.5,6.0,254,0,0
gnp_random_graph,40,0.8,4.0,141,0,0
gnp_random_graph,80,0.5,6.0,6876,0,0
gnp_random_graph,80,0.8,4.0,473,0,0
gnp_random_graph,100,0.5,6.0,14989,0,0
gnp_random_graph,100,0.8,4.0,630,0,0
gnp_random_graph,10,0.5,4.0,22,0,0
gnp_random_graph,10,0.8,2.0,21,0,0
gnp_random_graph,20,0.5,5.0,39,0,0
gnp_random_graph,20,0.8,2.0,30,0,0
gnp_random_graph,40,0.5,6.0,192,0,0
gnp_random_graph,40,0.8,3.0,123,0,0
gnp_random_graph,80,0.5,7.0,15419,0,0
gnp_random_graph,80,0.8,4.0,514,0,0
gnp_random_graph,100,0.5,7.0,113791,0,0
gnp_random_graph,100,0.8,4.0,716,0,0
gnp_random_graph,10,0.5,5.0,22,0,0
gnp_random_graph,10,0.8,3.0,20,0,0
gnp_random_graph,20,0.5,4.0,34,0,0
gnp_random_graph,20,0.8,2.0,37,0,0
gnp_random_graph,40,0.5,6.0,203,0,0
gnp_random_graph,40,0.8,4.0,142,0,0
gnp_random_graph,80,0.5,6.0,3360,0,0
gnp_random_graph,80,0.8,4.0,490,0,0
gnp_random_graph,100,0.5,6.0,16520,0,0
gnp_random_graph,100,0.8,4.0,542,0,0
gnp_random_graph,10,0.5,5.0,8,0,0
gnp_random_graph,10,0.8,2.0,14,0,0
gnp_random_graph,20,0.5,4.0,41,0,0
gnp_random_graph,20,0.8,2.0,31,0,0
gnp_random_graph,40,0.5,6.0,398,0,0
gnp_random_graph,40,0.8,4.0,158,0,0
gnp_random_graph,80,0.5,6.0,8630,0,0
gnp_random_graph,80,0.8,4.0,411,0,0
gnp_random_graph,100,0.5,7.0,64246,0,0
gnp_random_graph,100,0.8,4.0,821,0,0
