graph_type,size,probabilities,objective_value,time_ms,iterations,branch_and_bound_nodes
gnp_random_graph,100,0.8,4.0,803,0,0
gnp_random_graph,10,0.5,4.0,36,0,0
gnp_random_graph,10,0.8,3.0,26,0,0
gnp_random_graph,20,0.5,4.0,43,0,0
gnp_random_graph,20,0.8,3.0,50,0,0
gnp_random_graph,40,0.5,6.0,404,0,0
gnp_random_graph,40,0.8,4.0,157,0,0
gnp_random_graph,80,0.5,6.0,12142,0,0
gnp_random_graph,80,0.8,4.0,482,0,0
gnp_random_graph,100,0.5,6.0,16679,0,0
gnp_random_graph,100,0.8,4.0,1795,0,0
gnp_random_graph,10,0.5,4.0,26,0,0
gnp_random_graph,10,0.8,2.0,21,0,0
gnp_random_graph,20,0.5,5.0,37,0,0
gnp_random_graph,20,0.8,3.0,41,0,0
gnp_random_graph,40,0.5,6.0,308,0,0
gnp_random_graph,40,0.8,4.0,140,0,0
gnp_random_graph,80,0.5,6.0,6647,0,0
gnp_random_graph,80,0.8,4.0,328,0,0
gnp_random_graph,100,0.5,7.0,30861,0,0
gnp_random_graph,100,0.8,4.0,593,0,0
gnp_random_graph,10,0.5,5.0,23,0,0
gnp_random_graph,10,0.8,2.0,22,0,0
gnp_random_graph,20,0.5,5.0,37,0,0
gnp_random_graph,20,0.8,3.0,37,0,0
gnp_random_graph,40,0.5,6.0,288,0,0
gnp_random_graph,40,0.8,4.0,147,0,0
gnp_random_graph,80,0.5,6.0,7700,0,0
gnp_random_graph,80,0.8,4.0,512,0,0
gnp_random_graph,100,0.5,7.0,28417,0,0
gnp_random_graph,100,0.8,4.0,917,0,0
gnp_random_graph,10,0.5,4.0,37,0,0
gnp_random_graph,10,0.8,3.0,21,0,0
gnp_random_graph,20,0.5,4.0,32,0,0
gnp_random_graph,20,0.8,4.0,48,0,0
gnp_random_graph,40,0.5,6.0,360,0,0
gnp_random_graph,40,0.8,4.0,146,0,0
gnp_random_graph,80,0.5,7.0,12292,0,0
gnp_random_graph,80,0.8,4.0,201,0,0
gnp_random_graph,100,0.5,6.0,4486,0,0
gnp_random_graph,100,0.8,4.0,313,0,0
gnp_random_graph,10,0.5,3.0,4,0,0
gnp_random_graph,10,0.8,2.0,5,0,0
gnp_random_graph,20,0.5,4.0,10,0,0
gnp_random_graph,20,0.8,3.0,12,0,0
gnp_random_graph,40,0.5,6.0,47,0,0
gnp_random_graph,40,0.8,4.0,38,0,0
gnp_random_graph,80,0.5,6.0,3364,0,0
gnp_random_graph,80,0.8,4.0,180,0,0
gnp_random_graph,100,0.5,7.0,19802,0,0
gnp_random_graph,100,0.8,4.0,611,0,0
